unit_number,time_in_cycles,Actual_RUL,Predicted_RUL,Error,Absolute_Error
1,158,34,58.9,-24.9,24.9
1,159,33,59.26,-26.259999999999998,26.259999999999998
1,160,32,51.45,-19.450000000000003,19.450000000000003
1,161,31,49.99,-18.990000000000002,18.990000000000002
1,162,30,47.42,-17.42,17.42
1,163,29,34.14,-5.140000000000001,5.140000000000001
1,164,28,36.22,-8.219999999999999,8.219999999999999
1,165,27,38.23,-11.229999999999997,11.229999999999997
1,166,26,30.97,-4.969999999999999,4.969999999999999
1,167,25,36.93,-11.93,11.93
1,168,24,41.69,-17.689999999999998,17.689999999999998
1,169,23,41.64,-18.64,18.64
1,170,22,38.9,-16.9,16.9
1,171,21,41.89,-20.89,20.89
1,172,20,38.83,-18.83,18.83
1,173,19,28.27,-9.27,9.27
1,174,18,19.61,-1.6099999999999994,1.6099999999999994
1,175,17,18.9,-1.8999999999999986,1.8999999999999986
1,176,16,21.75,-5.75,5.75
1,177,15,20.03,-5.030000000000001,5.030000000000001
1,178,14,14.93,-0.9299999999999997,0.9299999999999997
1,179,13,15.79,-2.789999999999999,2.789999999999999
1,180,12,15.98,-3.9800000000000004,3.9800000000000004
1,181,11,16.63,-5.629999999999999,5.629999999999999
1,182,10,16.86,-6.859999999999999,6.859999999999999
1,183,9,18.08,-9.079999999999998,9.079999999999998
1,184,8,11.91,-3.91,3.91
1,185,7,5.68,1.3200000000000003,1.3200000000000003
1,186,6,5.04,0.96,0.96
1,187,5,5.83,-0.8300000000000001,0.8300000000000001
1,188,4,4.43,-0.4299999999999997,0.4299999999999997
1,189,3,4.85,-1.8499999999999996,1.8499999999999996
1,190,2,4.75,-2.75,2.75
1,191,1,4.1,-3.0999999999999996,3.0999999999999996
1,192,0,4.1,-4.1,4.1
5,5,125,124.89,0.10999999999999943,0.10999999999999943
5,6,125,125.0,0.0,0.0
5,7,125,125.0,0.0,0.0
5,8,125,125.0,0.0,0.0
5,9,125,124.62,0.37999999999999545,0.37999999999999545
5,10,125,124.9,0.09999999999999432,0.09999999999999432
5,11,125,125.0,0.0,0.0
5,12,125,124.75,0.25,0.25
5,13,125,124.88,0.12000000000000455,0.12000000000000455
5,14,125,125.0,0.0,0.0
5,15,125,124.97,0.030000000000001137,0.030000000000001137
5,16,125,124.8,0.20000000000000284,0.20000000000000284
5,17,125,124.97,0.030000000000001137,0.030000000000001137
5,18,125,125.0,0.0,0.0
5,19,125,124.88,0.12000000000000455,0.12000000000000455
5,20,125,125.0,0.0,0.0
5,21,125,125.0,0.0,0.0
5,22,125,124.98,0.01999999999999602,0.01999999999999602
5,23,125,124.72,0.28000000000000114,0.28000000000000114
5,24,125,124.82,0.18000000000000682,0.18000000000000682
5,25,125,124.98,0.01999999999999602,0.01999999999999602
5,26,125,124.96,0.04000000000000625,0.04000000000000625
5,27,125,124.84,0.1599999999999966,0.1599999999999966
5,28,125,124.57,0.4300000000000068,0.4300000000000068
5,29,125,124.41,0.5900000000000034,0.5900000000000034
5,30,125,123.95,1.0499999999999972,1.0499999999999972
5,31,125,124.58,0.4200000000000017,0.4200000000000017
5,32,125,124.27,0.730000000000004,0.730000000000004
5,33,125,122.92,2.0799999999999983,2.0799999999999983
5,34,125,124.49,0.5100000000000051,0.5100000000000051
5,35,125,124.31,0.6899999999999977,0.6899999999999977
5,36,125,122.89,2.1099999999999994,2.1099999999999994
5,37,125,123.98,1.019999999999996,1.019999999999996
5,38,125,124.57,0.4300000000000068,0.4300000000000068
5,39,125,124.71,0.29000000000000625,0.29000000000000625
5,40,125,123.26,1.7399999999999949,1.7399999999999949
5,41,125,124.09,0.9099999999999966,0.9099999999999966
5,42,125,124.15,0.8499999999999943,0.8499999999999943
5,43,125,123.4,1.5999999999999943,1.5999999999999943
5,44,125,123.39,1.6099999999999994,1.6099999999999994
5,45,125,122.62,2.3799999999999955,2.3799999999999955
5,46,125,121.94,3.0600000000000023,3.0600000000000023
5,47,125,124.7,0.29999999999999716,0.29999999999999716
5,48,125,120.66,4.340000000000003,4.340000000000003
5,49,125,124.81,0.18999999999999773,0.18999999999999773
5,50,125,124.45,0.5499999999999972,0.5499999999999972
5,51,125,124.61,0.39000000000000057,0.39000000000000057
5,52,125,123.02,1.980000000000004,1.980000000000004
5,53,125,121.62,3.3799999999999955,3.3799999999999955
5,54,125,122.38,2.6200000000000045,2.6200000000000045
5,55,125,122.22,2.780000000000001,2.780000000000001
5,56,125,122.47,2.530000000000001,2.530000000000001
5,57,125,123.55,1.4500000000000028,1.4500000000000028
5,58,125,124.4,0.5999999999999943,0.5999999999999943
5,59,125,124.41,0.5900000000000034,0.5900000000000034
5,60,125,123.51,1.4899999999999949,1.4899999999999949
5,61,125,120.74,4.260000000000005,4.260000000000005
5,62,125,122.04,2.9599999999999937,2.9599999999999937
5,63,125,121.17,3.8299999999999983,3.8299999999999983
5,64,125,123.06,1.9399999999999977,1.9399999999999977
5,65,125,124.23,0.769999999999996,0.769999999999996
5,66,125,119.72,5.280000000000001,5.280000000000001
5,67,125,120.47,4.530000000000001,4.530000000000001
5,68,125,122.0,3.0,3.0
5,69,125,122.96,2.0400000000000063,2.0400000000000063
5,70,125,122.34,2.6599999999999966,2.6599999999999966
5,71,125,122.11,2.8900000000000006,2.8900000000000006
5,72,125,123.38,1.6200000000000045,1.6200000000000045
5,73,125,122.81,2.1899999999999977,2.1899999999999977
5,74,125,123.18,1.8199999999999932,1.8199999999999932
5,75,125,118.35,6.650000000000006,6.650000000000006
5,76,125,117.59,7.409999999999997,7.409999999999997
5,77,125,118.06,6.939999999999998,6.939999999999998
5,78,125,118.65,6.349999999999994,6.349999999999994
5,79,125,118.88,6.1200000000000045,6.1200000000000045
5,80,125,119.18,5.819999999999993,5.819999999999993
5,81,125,119.77,5.230000000000004,5.230000000000004
5,82,125,118.96,6.040000000000006,6.040000000000006
5,83,125,121.99,3.010000000000005,3.010000000000005
5,84,125,123.71,1.2900000000000063,1.2900000000000063
5,85,125,119.42,5.579999999999998,5.579999999999998
5,86,125,118.24,6.760000000000005,6.760000000000005
5,87,125,117.01,7.989999999999995,7.989999999999995
5,88,125,118.45,6.549999999999997,6.549999999999997
5,89,125,110.21,14.790000000000006,14.790000000000006
5,90,125,120.97,4.030000000000001,4.030000000000001
5,91,125,121.46,3.5400000000000063,3.5400000000000063
5,92,125,120.63,4.3700000000000045,4.3700000000000045
5,93,125,120.43,4.569999999999993,4.569999999999993
5,94,125,118.19,6.810000000000002,6.810000000000002
5,95,125,119.2,5.799999999999997,5.799999999999997
5,96,125,121.14,3.8599999999999994,3.8599999999999994
5,97,125,122.75,2.25,2.25
5,98,125,122.5,2.5,2.5
5,99,125,118.79,6.209999999999994,6.209999999999994
5,100,125,116.22,8.780000000000001,8.780000000000001
5,101,125,115.63,9.370000000000005,9.370000000000005
5,102,125,117.31,7.689999999999998,7.689999999999998
5,103,125,114.39,10.61,10.61
5,104,125,112.24,12.760000000000005,12.760000000000005
5,105,125,114.19,10.810000000000002,10.810000000000002
5,106,125,114.94,10.060000000000002,10.060000000000002
5,107,125,116.86,8.14,8.14
5,108,125,119.11,5.890000000000001,5.890000000000001
5,109,125,115.75,9.25,9.25
5,110,125,112.29,12.709999999999994,12.709999999999994
5,111,125,111.39,13.61,13.61
5,112,125,117.33,7.670000000000002,7.670000000000002
5,113,125,111.08,13.920000000000002,13.920000000000002
5,114,125,117.05,7.950000000000003,7.950000000000003
5,115,125,120.08,4.920000000000002,4.920000000000002
5,116,125,117.44,7.560000000000002,7.560000000000002
5,117,125,114.67,10.329999999999998,10.329999999999998
5,118,125,117.76,7.239999999999995,7.239999999999995
5,119,125,116.26,8.739999999999995,8.739999999999995
5,120,125,112.87,12.129999999999995,12.129999999999995
5,121,125,111.26,13.739999999999995,13.739999999999995
5,122,125,107.52,17.480000000000004,17.480000000000004
5,123,125,115.78,9.219999999999999,9.219999999999999
5,124,125,114.19,10.810000000000002,10.810000000000002
5,125,125,114.82,10.180000000000007,10.180000000000007
5,126,125,119.0,6.0,6.0
5,127,125,107.46,17.540000000000006,17.540000000000006
5,128,125,105.37,19.629999999999995,19.629999999999995
5,129,125,117.58,7.420000000000002,7.420000000000002
5,130,125,110.43,14.569999999999993,14.569999999999993
5,131,125,117.22,7.780000000000001,7.780000000000001
5,132,125,113.74,11.260000000000005,11.260000000000005
5,133,125,113.8,11.200000000000003,11.200000000000003
5,134,125,113.58,11.420000000000002,11.420000000000002
5,135,125,118.31,6.689999999999998,6.689999999999998
5,136,125,120.35,4.650000000000006,4.650000000000006
5,137,125,105.82,19.180000000000007,19.180000000000007
5,138,125,116.49,8.510000000000005,8.510000000000005
5,139,125,109.18,15.819999999999993,15.819999999999993
5,140,125,110.04,14.959999999999994,14.959999999999994
5,141,125,112.63,12.370000000000005,12.370000000000005
5,142,125,117.65,7.349999999999994,7.349999999999994
5,143,125,115.27,9.730000000000004,9.730000000000004
5,144,125,107.34,17.659999999999997,17.659999999999997
5,145,124,114.79,9.209999999999994,9.209999999999994
5,146,123,109.42,13.579999999999998,13.579999999999998
5,147,122,109.5,12.5,12.5
5,148,121,110.92,10.079999999999998,10.079999999999998
5,149,120,116.25,3.75,3.75
5,150,119,107.25,11.75,11.75
5,151,118,118.95,-0.9500000000000028,0.9500000000000028
5,152,117,102.04,14.959999999999994,14.959999999999994
5,153,116,105.17,10.829999999999998,10.829999999999998
5,154,115,104.53,10.469999999999999,10.469999999999999
5,155,114,99.26,14.739999999999995,14.739999999999995
5,156,113,98.25,14.75,14.75
5,157,112,103.16,8.840000000000003,8.840000000000003
5,158,111,106.76,4.239999999999995,4.239999999999995
5,159,110,99.08,10.920000000000002,10.920000000000002
5,160,109,91.06,17.939999999999998,17.939999999999998
5,161,108,97.39,10.61,10.61
5,162,107,95.4,11.599999999999994,11.599999999999994
5,163,106,104.53,1.4699999999999989,1.4699999999999989
5,164,105,94.86,10.14,10.14
5,165,104,93.03,10.969999999999999,10.969999999999999
5,166,103,97.82,5.180000000000007,5.180000000000007
5,167,102,98.32,3.680000000000007,3.680000000000007
5,168,101,91.0,10.0,10.0
5,169,100,86.19,13.810000000000002,13.810000000000002
5,170,99,84.77,14.230000000000004,14.230000000000004
5,171,98,86.87,11.129999999999995,11.129999999999995
5,172,97,83.57,13.430000000000007,13.430000000000007
5,173,96,85.81,10.189999999999998,10.189999999999998
5,174,95,86.89,8.11,8.11
5,175,94,96.3,-2.299999999999997,2.299999999999997
5,176,93,95.42,-2.4200000000000017,2.4200000000000017
5,177,92,98.09,-6.090000000000003,6.090000000000003
5,178,91,84.15,6.849999999999994,6.849999999999994
5,179,90,81.84,8.159999999999997,8.159999999999997
5,180,89,77.92,11.079999999999998,11.079999999999998
5,181,88,75.87,12.129999999999995,12.129999999999995
5,182,87,76.49,10.510000000000005,10.510000000000005
5,183,86,75.64,10.36,10.36
5,184,85,84.03,0.9699999999999989,0.9699999999999989
5,185,84,77.48,6.519999999999996,6.519999999999996
5,186,83,75.33,7.670000000000002,7.670000000000002
5,187,82,75.56,6.439999999999998,6.439999999999998
5,188,81,78.24,2.760000000000005,2.760000000000005
5,189,80,78.3,1.7000000000000028,1.7000000000000028
5,190,79,75.66,3.3400000000000034,3.3400000000000034
5,191,78,75.04,2.9599999999999937,2.9599999999999937
5,192,77,76.51,0.4899999999999949,0.4899999999999949
5,193,76,74.44,1.5600000000000023,1.5600000000000023
5,194,75,72.87,2.1299999999999955,2.1299999999999955
5,195,74,76.14,-2.1400000000000006,2.1400000000000006
5,196,73,71.26,1.7399999999999949,1.7399999999999949
5,197,72,73.51,-1.5100000000000051,1.5100000000000051
5,198,71,71.87,-0.8700000000000045,0.8700000000000045
5,199,70,72.46,-2.4599999999999937,2.4599999999999937
5,200,69,70.68,-1.6800000000000068,1.6800000000000068
5,201,68,72.67,-4.670000000000002,4.670000000000002
5,202,67,69.6,-2.5999999999999943,2.5999999999999943
5,203,66,70.61,-4.609999999999999,4.609999999999999
5,204,65,67.19,-2.1899999999999977,2.1899999999999977
5,205,64,69.27,-5.269999999999996,5.269999999999996
5,206,63,70.38,-7.3799999999999955,7.3799999999999955
5,207,62,70.3,-8.299999999999997,8.299999999999997
5,208,61,65.27,-4.269999999999996,4.269999999999996
5,209,60,70.05,-10.049999999999997,10.049999999999997
5,210,59,58.39,0.6099999999999994,0.6099999999999994
5,211,58,54.84,3.1599999999999966,3.1599999999999966
5,212,57,57.78,-0.7800000000000011,0.7800000000000011
5,213,56,54.74,1.259999999999998,1.259999999999998
5,214,55,51.96,3.039999999999999,3.039999999999999
5,215,54,51.48,2.520000000000003,2.520000000000003
5,216,53,40.11,12.89,12.89
5,217,52,38.99,13.009999999999998,13.009999999999998
5,218,51,40.08,10.920000000000002,10.920000000000002
5,219,50,38.76,11.240000000000002,11.240000000000002
5,220,49,39.91,9.090000000000003,9.090000000000003
5,221,48,47.84,0.1599999999999966,0.1599999999999966
5,222,47,45.11,1.8900000000000006,1.8900000000000006
5,223,46,47.29,-1.2899999999999991,1.2899999999999991
5,224,45,46.1,-1.1000000000000014,1.1000000000000014
5,225,44,36.45,7.549999999999997,7.549999999999997
5,226,43,36.83,6.170000000000002,6.170000000000002
5,227,42,38.41,3.5900000000000034,3.5900000000000034
5,228,41,37.05,3.950000000000003,3.950000000000003
5,229,40,37.22,2.780000000000001,2.780000000000001
5,230,39,35.7,3.299999999999997,3.299999999999997
5,231,38,36.18,1.8200000000000003,1.8200000000000003
5,232,37,36.39,0.6099999999999994,0.6099999999999994
5,233,36,34.09,1.9099999999999966,1.9099999999999966
5,234,35,34.27,0.7299999999999969,0.7299999999999969
5,235,34,34.66,-0.6599999999999966,0.6599999999999966
5,236,33,34.67,-1.6700000000000017,1.6700000000000017
5,237,32,32.74,-0.740000000000002,0.740000000000002
5,238,31,33.93,-2.9299999999999997,2.9299999999999997
5,239,30,31.51,-1.5100000000000016,1.5100000000000016
5,240,29,26.57,2.4299999999999997,2.4299999999999997
5,241,28,26.34,1.6600000000000001,1.6600000000000001
5,242,27,26.62,0.379999999999999,0.379999999999999
5,243,26,22.09,3.91,3.91
5,244,25,21.57,3.4299999999999997,3.4299999999999997
5,245,24,23.57,0.4299999999999997,0.4299999999999997
5,246,23,16.9,6.100000000000001,6.100000000000001
5,247,22,17.35,4.649999999999999,4.649999999999999
5,248,21,17.79,3.210000000000001,3.210000000000001
5,249,20,15.24,4.76,4.76
5,250,19,17.0,2.0,2.0
5,251,18,14.77,3.2300000000000004,3.2300000000000004
5,252,17,15.89,1.1099999999999994,1.1099999999999994
5,253,16,13.34,2.66,2.66
5,254,15,11.86,3.1400000000000006,3.1400000000000006
5,255,14,10.8,3.1999999999999993,3.1999999999999993
5,256,13,10.94,2.0600000000000005,2.0600000000000005
5,257,12,9.25,2.75,2.75
5,258,11,9.11,1.8900000000000006,1.8900000000000006
5,259,10,7.46,2.54,2.54
5,260,9,8.65,0.34999999999999964,0.34999999999999964
5,261,8,8.93,-0.9299999999999997,0.9299999999999997
5,262,7,8.36,-1.3599999999999994,1.3599999999999994
5,263,6,7.38,-1.38,1.38
5,264,5,6.01,-1.0099999999999998,1.0099999999999998
5,265,4,6.19,-2.1900000000000004,2.1900000000000004
5,266,3,5.14,-2.1399999999999997,2.1399999999999997
5,267,2,4.03,-2.0300000000000002,2.0300000000000002
5,268,1,1.47,-0.47,0.47
5,269,0,0.94,-0.94,0.94
11,5,125,124.8,0.20000000000000284,0.20000000000000284
11,6,125,125.0,0.0,0.0
11,7,125,124.89,0.10999999999999943,0.10999999999999943
11,8,125,125.0,0.0,0.0
11,9,125,125.0,0.0,0.0
11,10,125,124.97,0.030000000000001137,0.030000000000001137
11,11,125,124.96,0.04000000000000625,0.04000000000000625
11,12,125,124.99,0.010000000000005116,0.010000000000005116
11,13,125,124.99,0.010000000000005116,0.010000000000005116
11,14,125,124.85,0.15000000000000568,0.15000000000000568
11,15,125,124.63,0.37000000000000455,0.37000000000000455
11,16,125,125.0,0.0,0.0
11,17,125,124.63,0.37000000000000455,0.37000000000000455
11,18,125,124.34,0.6599999999999966,0.6599999999999966
11,19,125,125.0,0.0,0.0
11,20,125,125.0,0.0,0.0
11,21,125,124.85,0.15000000000000568,0.15000000000000568
11,22,125,124.7,0.29999999999999716,0.29999999999999716
11,23,125,124.56,0.4399999999999977,0.4399999999999977
11,24,125,124.93,0.06999999999999318,0.06999999999999318
11,25,125,124.92,0.0799999999999983,0.0799999999999983
11,26,125,125.0,0.0,0.0
11,27,125,125.0,0.0,0.0
11,28,125,123.37,1.6299999999999955,1.6299999999999955
11,29,125,124.1,0.9000000000000057,0.9000000000000057
11,30,125,123.9,1.0999999999999943,1.0999999999999943
11,31,125,119.06,5.939999999999998,5.939999999999998
11,32,125,123.53,1.4699999999999989,1.4699999999999989
11,33,125,124.23,0.769999999999996,0.769999999999996
11,34,125,124.63,0.37000000000000455,0.37000000000000455
11,35,125,123.01,1.9899999999999949,1.9899999999999949
11,36,125,124.71,0.29000000000000625,0.29000000000000625
11,37,125,124.75,0.25,0.25
11,38,125,124.36,0.6400000000000006,0.6400000000000006
11,39,125,122.72,2.280000000000001,2.280000000000001
11,40,125,122.65,2.3499999999999943,2.3499999999999943
11,41,125,123.09,1.9099999999999966,1.9099999999999966
11,42,125,124.63,0.37000000000000455,0.37000000000000455
11,43,125,121.6,3.4000000000000057,3.4000000000000057
11,44,125,123.92,1.0799999999999983,1.0799999999999983
11,45,125,120.64,4.359999999999999,4.359999999999999
11,46,125,118.35,6.650000000000006,6.650000000000006
11,47,125,123.68,1.3199999999999932,1.3199999999999932
11,48,125,124.08,0.9200000000000017,0.9200000000000017
11,49,125,119.74,5.260000000000005,5.260000000000005
11,50,125,120.41,4.590000000000003,4.590000000000003
11,51,125,120.36,4.640000000000001,4.640000000000001
11,52,125,122.67,2.3299999999999983,2.3299999999999983
11,53,125,121.65,3.3499999999999943,3.3499999999999943
11,54,125,119.75,5.25,5.25
11,55,125,122.44,2.5600000000000023,2.5600000000000023
11,56,125,124.3,0.7000000000000028,0.7000000000000028
11,57,125,122.96,2.0400000000000063,2.0400000000000063
11,58,125,118.48,6.519999999999996,6.519999999999996
11,59,125,120.19,4.810000000000002,4.810000000000002
11,60,125,116.63,8.370000000000005,8.370000000000005
11,61,125,116.41,8.590000000000003,8.590000000000003
11,62,125,121.3,3.700000000000003,3.700000000000003
11,63,125,123.14,1.8599999999999994,1.8599999999999994
11,64,125,121.14,3.8599999999999994,3.8599999999999994
11,65,125,122.75,2.25,2.25
11,66,125,122.41,2.5900000000000034,2.5900000000000034
11,67,125,121.47,3.530000000000001,3.530000000000001
11,68,125,120.56,4.439999999999998,4.439999999999998
11,69,125,120.15,4.849999999999994,4.849999999999994
11,70,125,123.32,1.6800000000000068,1.6800000000000068
11,71,125,120.38,4.6200000000000045,4.6200000000000045
11,72,125,120.29,4.709999999999994,4.709999999999994
11,73,125,120.28,4.719999999999999,4.719999999999999
11,74,125,118.54,6.459999999999994,6.459999999999994
11,75,125,120.31,4.689999999999998,4.689999999999998
11,76,125,114.67,10.329999999999998,10.329999999999998
11,77,125,119.59,5.409999999999997,5.409999999999997
11,78,125,119.77,5.230000000000004,5.230000000000004
11,79,125,115.09,9.909999999999997,9.909999999999997
11,80,125,117.2,7.799999999999997,7.799999999999997
11,81,125,124.17,0.8299999999999983,0.8299999999999983
11,82,125,121.88,3.1200000000000045,3.1200000000000045
11,83,125,123.98,1.019999999999996,1.019999999999996
11,84,125,121.5,3.5,3.5
11,85,125,118.73,6.269999999999996,6.269999999999996
11,86,125,113.7,11.299999999999997,11.299999999999997
11,87,125,113.53,11.469999999999999,11.469999999999999
11,88,125,113.88,11.120000000000005,11.120000000000005
11,89,125,113.31,11.689999999999998,11.689999999999998
